medium,frequency_hz,amplitude_v,phase_deg,x_v,y_v,chunk_timestamp,medium,frequency_hz,phase_deg,chunk_timestamp
WATER,2135917.958979334,0.000112066,0.211889,0.000109558,2.35685e-05,772150267733,WATER,2135917.958979334,0.211889,772150267733
WATER,2136968.484241955,0.000112152,0.211696,0.000109646,2.35649e-05,772150267733,WATER,2136968.484241955,0.211696,772150267733
WATER,2138019.009504575,0.000111955,0.211476,0.000109457,2.35008e-05,772150267733,WATER,2138019.009504575,0.211476,772150267733
WATER,2139069.534767195,0.000112237,0.211621,0.00010973,2.35722e-05,772150267733,WATER,2139069.534767195,0.211621,772150267733
WATER,2140120.060029815,0.000112279,0.21317,0.000109734,2.37512e-05,772150267733,WATER,2140120.060029815,0.21317,772150267733
WATER,2141170.585292436,0.000111927,0.211472,0.000109428,2.34933e-05,772150267733,WATER,2141170.585292436,0.211472,772150267733
WATER,2142221.110555056,0.00011216,0.213091,0.000109621,2.37171e-05,772150267733,WATER,2142221.110555056,0.213091,772150267733
WATER,2143271.635817676,0.00011186,0.213838,0.000109306,2.37335e-05,772150267733,WATER,2143271.635817676,0.213838,772150267733
WATER,2144322.161080297,0.000112132,0.213167,0.00010959,2.37222e-05,772150267733,WATER,2144322.161080297,0.213167,772150267733
WATER,2145372.686342917,0.000112645,0.209928,0.000110168,2.34765e-05,772150267733,WATER,2145372.686342917,0.209928,772150267733
WATER,2146423.211605537,0.00011196,0.214658,0.000109388,2.38479e-05,772150267733,WATER,2146423.211605537,0.214658,772150267733
WATER,2147473.736868158,0.000112503,0.214539,0.000109919,2.39508e-05,772150267733,WATER,2147473.736868158,0.214539,772150267733
WATER,2148524.262130778,0.000112129,0.212723,0.000109599,2.36707e-05,772150267733,WATER,2148524.262130778,0.212723,772150267733
WATER,2149574.787393398,0.000112183,0.214171,0.000109618,2.3842e-05,772150267733,WATER,2149574.787393398,0.214171,772150267733
WATER,2150625.312656018,0.000112307,0.213006,0.000109766,2.37417e-05,772150267733,WATER,2150625.312656018,0.213006,772150267733
WATER,2151675.837918638,0.000112125,0.213631,0.000109573,2.37689e-05,772150267733,WATER,2151675.837918638,0.213631,772150267733
WATER,2152726.363181259,0.000112141,0.208717,0.000109705,2.32308e-05,772150267733,WATER,2152726.363181259,0.208717,772150267733
WATER,2153776.888443879,0.000112238,0.209047,0.000109789,2.32925e-05,772150267733,WATER,2153776.888443879,0.209047,772150267733
WATER,2154827.413706499,0.000112235,0.214796,0.000109653,2.39209e-05,772150267733,WATER,2154827.413706499,0.214796,772150267733
WATER,2155877.938969119,0.000112271,0.209141,0.000109822,2.33093e-05,772150267733,WATER,2155877.938969119,0.209141,772150267733
WATER,2156928.464232486,0.00011231,0.213562,0.000109754,2.38042e-05,772150267733,WATER,2156928.464232486,0.213562,772150267733
WATER,2157978.989495106,0.000112037,0.213993,0.000109478,2.37902e-05,772150267733,WATER,2157978.989495106,0.213993,772150267733
WATER,2159029.514757726,0.000112179,0.213768,0.000109623,2.37986e-05,772150267733,WATER,2159029.514757726,0.213768,772150267733
WATER,2160080.040020347,0.00011275,0.213265,0.000110189,2.38665e-05,772150267733,WATER,2160080.040020347,0.213265,772150267733
WATER,2161130.565282967,0.000112387,0.21405,0.000109819,2.38746e-05,772150267733,WATER,2161130.565282967,0.21405,772150267733
WATER,2162181.090545587,0.000112213,0.211193,0.000109718,2.35223e-05,772150267733,WATER,2162181.090545587,0.211193,772150267733
WATER,2163231.615808208,0.000112336,0.214266,0.000109763,2.38846e-05,772150267733,WATER,2163231.615808208,0.214266,772150267733
WATER,2164282.141070828,0.000112105,0.213333,0.00010956,2.37314e-05,772150267733,WATER,2164282.141070828,0.213333,772150267733
WATER,2165332.666333448,0.000112051,0.215295,0.000109461,2.39389e-05,772150267733,WATER,2165332.666333448,0.215295,772150267733
WATER,2166383.191596068,0.000112402,0.214687,0.000109817,2.39435e-05,772150267733,WATER,2166383.191596068,0.214687,772150267733
WATER,2167433.716858689,0.000112754,0.216104,0.000110129,2.41777e-05,772150267733,WATER,2167433.716858689,0.216104,772150267733
WATER,2168484.242121309,0.000112429,0.215503,0.000109824,2.40423e-05,772150267733,WATER,2168484.242121309,0.215503,772150267733
WATER,2169534.767383929,0.000112403,0.214321,0.000109827,2.3907e-05,772150267733,WATER,2169534.767383929,0.214321,772150267733
WATER,2170585.29264655,0.00011197,0.216695,0.00010935,2.40724e-05,772150267733,WATER,2170585.29264655,0.216695,772150267733
WATER,2171635.81790917,0.000112191,0.212243,0.00010967,2.36333e-05,772150267733,WATER,2171635.81790917,0.212243,772150267733
WATER,2172686.34317179,0.000112403,0.21627,0.000109779,2.41204e-05,772150267733,WATER,2172686.34317179,0.21627,772150267733
WATER,2173736.868434411,0.000112366,0.215213,0.000109772,2.39964e-05,772150267733,WATER,2173736.868434411,0.215213,772150267733
WATER,2174787.393697031,0.000111948,0.210594,0.00010947,2.34014e-05,772150267733,WATER,2174787.393697031,0.210594,772150267733
WATER,2175837.918959651,0.000112655,0.214549,0.000110068,2.39857e-05,772150267733,WATER,2175837.918959651,0.214549,772150267733
WATER,2176888.444222271,0.000112519,0.215607,0.000109907,2.40766e-05,772150267733,WATER,2176888.444222271,0.215607,772150267733
WATER,2177938.969484892,0.000112354,0.217505,0.000109702,2.42475e-05,772150267733,WATER,2177938.969484892,0.217505,772150267733
WATER,2178989.494747512,0.000112624,0.214284,0.000110044,2.39484e-05,772150267733,WATER,2178989.494747512,0.214284,772150267733
WATER,2180040.020010132,0.000112814,0.215689,0.000110198,2.4146e-05,772150267733,WATER,2180040.020010132,0.215689,772150267733
WATER,2181090.545272753,0.000111931,0.218154,0.000109275,2.42269e-05,772150267733,WATER,2181090.545272753,0.218154,772150267733
WATER,2182141.070535373,0.000111994,0.219952,0.000109293,2.44341e-05,772150267733,WATER,2182141.070535373,0.219952,772150267733
WATER,2183191.595797993,0.000112626,0.216476,0.000109995,2.41913e-05,772150267733,WATER,2183191.595797993,0.216476,772150267733
WATER,2184242.121060614,0.000112466,0.214896,0.000109876,2.39828e-05,772150267733,WATER,2184242.121060614,0.214896,772150267733
WATER,2185292.646323234,0.000112136,0.215418,0.000109541,2.39664e-05,772150267733,WATER,2185292.646323234,0.215418,772150267733
WATER,2186343.171585854,0.000112468,0.215295,0.000109867,2.40259e-05,772150267733,WATER,2186343.171585854,0.215295,772150267733
WATER,2187393.696848474,0.000112958,0.215627,0.00011034,2.41693e-05,772150267733,WATER,2187393.696848474,0.215627,772150267733
WATER,2188444.222111094,0.000112682,0.216979,0.000110036,2.42553e-05,772150267733,WATER,2188444.222111094,0.216979,772150267733
WATER,2189494.747373715,0.000112728,0.214299,0.000110146,2.39757e-05,772150267733,WATER,2189494.747373715,0.214299,772150267733
WATER,2190545.272636335,0.000112781,0.216259,0.00011015,2.42026e-05,772150267733,WATER,2190545.272636335,0.216259,772150267733
WATER,2191595.797898955,0.000112116,0.215349,0.000109522,2.39583e-05,772150267733,WATER,2191595.797898955,0.215349,772150267733
WATER,2192646.323161575,0.000112448,0.213682,0.000109888,2.38473e-05,772150267733,WATER,2192646.323161575,0.213682,772150267733
WATER,2193696.848424196,0.000112482,0.214639,0.000109896,2.3957e-05,772150267733,WATER,2193696.848424196,0.214639,772150267733
WATER,2194747.373686816,0.000112438,0.218014,0.000109771,2.43212e-05,772150267733,WATER,2194747.373686816,0.218014,772150267733
WATER,2195797.898949436,0.000112895,0.213976,0.000110316,2.39673e-05,772150267733,WATER,2195797.898949436,0.213976,772150267733
WATER,2196848.424212057,0.000112891,0.215955,0.000110264,2.41902e-05,772150267733,WATER,2196848.424212057,0.215955,772150267733
WATER,2197898.949474677,0.000112715,0.215214,0.00011011,2.4067e-05,772150267733,WATER,2197898.949474677,0.215214,772150267733
WATER,2198949.474737297,0.000112745,0.216988,0.000110099,2.42685e-05,772150267733,WATER,2198949.474737297,0.216988,772150267733
WATER,2199999.999999918,0.000113041,0.215297,0.000110428,2.41464e-05,772150267733,WATER,2199999.999999918,0.215297,772150267733
100IPA,100000.0000003354,5.97741e-05,0.195587,5.85321e-05,1.15445e-05,950994489173,100IPA,100000.0000003354,0.195587,950994489173
100IPA,101050.5252629557,6.00928e-05,0.169036,5.90842e-05,1.00247e-05,950994489173,100IPA,101050.5252629557,0.169036,950994489173
100IPA,102101.0505255759,6.29343e-05,0.200837,6.1566e-05,1.24355e-05,950994489173,100IPA,102101.0505255759,0.200837,950994489173
100IPA,103151.5757881962,6.05132e-05,0.149266,5.97132e-05,9.03907e-06,950994489173,100IPA,103151.5757881962,0.149266,950994489173
100IPA,104202.1010508165,5.8952e-05,0.151009,5.81334e-05,8.87572e-06,950994489173,100IPA,104202.1010508165,0.151009,950994489173
100IPA,105252.6263134368,6.12107e-05,0.159221,6.02854e-05,9.61222e-06,950994489173,100IPA,105252.6263134368,0.159221,950994489173
100IPA,106303.1515760571,6.17085e-05,0.211092,6.02141e-05,1.28875e-05,950994489173,100IPA,106303.1515760571,0.211092,950994489173
100IPA,107353.6768386774,6.12433e-05,0.162093,6.02558e-05,9.9195e-06,950994489173,100IPA,107353.6768386774,0.162093,950994489173
100IPA,108404.2021012976,6.15794e-05,0.171859,6.05739e-05,1.05476e-05,950994489173,100IPA,108404.2021012976,0.171859,950994489173
100IPA,109454.7273639179,6.16458e-05,0.147991,6.08166e-05,9.01815e-06,950994489173,100IPA,109454.7273639179,0.147991,950994489173
100IPA,110505.2526265382,6.19296e-05,0.186865,6.07778e-05,1.15159e-05,950994489173,100IPA,110505.2526265382,0.186865,950994489173
100IPA,111555.7778891585,6.18905e-05,0.161321,6.10053e-05,9.91017e-06,950994489173,100IPA,111555.7778891585,0.161321,950994489173
100IPA,112606.3031517788,6.0265e-05,0.181624,5.91325e-05,1.09382e-05,950994489173,100IPA,112606.3031517788,0.181624,950994489173
100IPA,113656.8284143991,6.21926e-05,0.134708,6.15272e-05,8.36602e-06,950994489173,100IPA,113656.8284143991,0.134708,950994489173
100IPA,114707.3536770193,6.28682e-05,0.137301,6.21558e-05,8.65761e-06,950994489173,100IPA,114707.3536770193,0.137301,950994489173
100IPA,115757.8789396396,6.16006e-05,0.150627,6.07758e-05,9.23837e-06,950994489173,100IPA,115757.8789396396,0.150627,950994489173
100IPA,116808.4042022599,6.27814e-05,0.172118,6.17637e-05,1.07125e-05,950994489173,100IPA,116808.4042022599,0.172118,950994489173
100IPA,117858.9294648802,6.21389e-05,0.178962,6.09148e-05,1.09535e-05,950994489173,100IPA,117858.9294648802,0.178962,950994489173
100IPA,118909.4547275005,6.39567e-05,0.170111,6.29188e-05,1.08719e-05,950994489173,100IPA,118909.4547275005,0.170111,950994489173
100IPA,119959.9799901208,6.28214e-05,0.172175,6.1793e-05,1.06795e-05,950994489173,100IPA,119959.9799901208,0.172175,950994489173
100IPA,121010.505252741,6.19955e-05,0.160228,6.10742e-05,9.94943e-06,950994489173,100IPA,121010.505252741,0.160228,950994489173
100IPA,122061.0305153613,6.33721e-05,0.157135,6.24142e-05,9.97158e-06,950994489173,100IPA,122061.0305153613,0.157135,950994489173
100IPA,123111.5557779816,6.40322e-05,0.153796,6.31715e-05,9.80963e-06,950994489173,100IPA,123111.5557779816,0.153796,950994489173
100IPA,124162.0810406019,6.22633e-05,0.187077,6.10338e-05,1.15278e-05,950994489173,100IPA,124162.0810406019,0.187077,950994489173
100IPA,125212.6063032222,6.2741e-05,0.16718,6.17821e-05,1.04526e-05,950994489173,100IPA,125212.6063032222,0.16718,950994489173
100IPA,126263.1315658425,6.54548e-05,0.159908,6.45758e-05,1.04016e-05,950994489173,100IPA,126263.1315658425,0.159908,950994489173
100IPA,127313.6568284627,6.49588e-05,0.173203,6.39052e-05,1.11831e-05,950994489173,100IPA,127313.6568284627,0.173203,950994489173
100IPA,128364.182091083,6.33219e-05,0.168429,6.23017e-05,1.05089e-05,950994489173,100IPA,128364.182091083,0.168429,950994489173
100IPA,129414.7073537033,6.57076e-05,0.164487,6.47005e-05,1.07208e-05,950994489173,100IPA,129414.7073537033,0.164487,950994489173
100IPA,130465.2326163236,6.18816e-05,0.143571,6.11374e-05,8.85602e-06,950994489173,100IPA,130465.2326163236,0.143571,950994489173
100IPA,131515.7578789439,6.33957e-05,0.180458,6.22857e-05,1.14004e-05,950994489173,100IPA,131515.7578789439,0.180458,950994489173
100IPA,132566.2831415642,6.4786e-05,0.177897,6.36808e-05,1.14331e-05,950994489173,100IPA,132566.2831415642,0.177897,950994489173
100IPA,133616.8084041844,6.30275e-05,0.158068,6.22027e-05,9.90106e-06,950994489173,100IPA,133616.8084041844,0.158068,950994489173
100IPA,134667.3336668047,6.35106e-05,0.149748,6.2671e-05,9.42485e-06,950994489173,100IPA,134667.3336668047,0.149748,950994489173
100IPA,135717.858929425,6.36972e-05,0.166097,6.27029e-05,1.05845e-05,950994489173,100IPA,135717.858929425,0.166097,950994489173
100IPA,136768.3841920453,6.46609e-05,0.17881,6.35021e-05,1.15153e-05,950994489173,100IPA,136768.3841920453,0.17881,950994489173
100IPA,137818.9094546656,6.28016e-05,0.159433,6.18573e-05,9.83268e-06,950994489173,100IPA,137818.9094546656,0.159433,950994489173
100IPA,138869.4347172859,6.4504e-05,0.195482,6.32495e-05,1.24225e-05,950994489173,100IPA,138869.4347172859,0.195482,950994489173
100IPA,139919.9599799061,6.54405e-05,0.180286,6.4301e-05,1.16595e-05,950994489173,100IPA,139919.9599799061,0.180286,950994489173
100IPA,140970.4852425264,6.51972e-05,0.161159,6.42594e-05,1.04651e-05,950994489173,100IPA,140970.4852425264,0.161159,950994489173
100IPA,142021.0105051467,6.42666e-05,0.148241,6.34686e-05,9.43701e-06,950994489173,100IPA,142021.0105051467,0.148241,950994489173
100IPA,143071.535767767,6.52862e-05,0.155102,6.44473e-05,1.01026e-05,950994489173,100IPA,143071.535767767,0.155102,950994489173
100IPA,144122.0610303873,6.36361e-05,0.153166,6.28199e-05,9.71658e-06,950994489173,100IPA,144122.0610303873,0.153166,950994489173
100IPA,145172.5862930076,6.54909e-05,0.157565,6.4554e-05,1.0213e-05,950994489173,100IPA,145172.5862930076,0.157565,950994489173
100IPA,146223.1115556278,6.49955e-05,0.143586,6.42451e-05,9.29491e-06,950994489173,100IPA,146223.1115556278,0.143586,950994489173
100IPA,147273.6368182481,6.57965e-05,0.16985,6.48061e-05,1.11013e-05,950994489173,100IPA,147273.6368182481,0.16985,950994489173
100IPA,148324.1620808684,6.53362e-05,0.16771,6.43598e-05,1.08642e-05,950994489173,100IPA,148324.1620808684,0.16771,950994489173
100IPA,149374.6873434887,6.53813e-05,0.144034,6.46271e-05,9.37591e-06,950994489173,100IPA,149374.6873434887,0.144034,950994489173
100IPA,150425.212606109,6.59353e-05,0.170845,6.49233e-05,1.11868e-05,950994489173,100IPA,150425.212606109,0.170845,950994489173
100IPA,151475.7378687293,6.48274e-05,0.175347,6.3795e-05,1.12632e-05,950994489173,100IPA,151475.7378687293,0.175347,950994489173
100IPA,152526.2631313496,6.37921e-05,0.150068,6.30046e-05,9.56978e-06,950994489173,100IPA,152526.2631313496,0.150068,950994489173
100IPA,153576.7883939698,6.56089e-05,0.141392,6.48887e-05,9.24002e-06,950994489173,100IPA,153576.7883939698,0.141392,950994489173
100IPA,154627.3136565901,6.51611e-05,0.146587,6.44e-05,9.42487e-06,950994489173,100IPA,154627.3136565901,0.146587,950994489173
100IPA,155677.8389192104,6.41174e-05,0.174132,6.30795e-05,1.10511e-05,950994489173,100IPA,155677.8389192104,0.174132,950994489173
100IPA,156728.3641818307,6.71159e-05,0.167569,6.61136e-05,1.1185e-05,950994489173,100IPA,156728.3641818307,0.167569,950994489173
100IPA,157778.889444451,6.36776e-05,0.159096,6.27934e-05,1.00381e-05,950994489173,100IPA,157778.889444451,0.159096,950994489173
100IPA,158829.4147070712,6.56648e-05,0.163418,6.47243e-05,1.06292e-05,950994489173,100IPA,158829.4147070712,0.163418,950994489173
100IPA,159879.9399696915,6.6032e-05,0.151736,6.51935e-05,9.97773e-06,950994489173,100IPA,159879.9399696915,0.151736,950994489173
100IPA,160930.4652323118,6.50178e-05,0.162815,6.40994e-05,1.05368e-05,950994489173,100IPA,160930.4652323118,0.162815,950994489173
100IPA,161980.9904949321,6.66429e-05,0.170696,6.56119e-05,1.12916e-05,950994489173,100IPA,161980.9904949321,0.170696,950994489173
100IPA,163031.5157575524,6.57274e-05,0.149387,6.49316e-05,9.76972e-06,950994489173,100IPA,163031.5157575524,0.149387,950994489173
100IPA,164082.0410201726,6.54788e-05,0.168491,6.45076e-05,1.09589e-05,950994489173,100IPA,164082.0410201726,0.168491,950994489173
100IPA,165132.5662827929,6.45962e-05,0.150097,6.37948e-05,9.63218e-06,950994489173,100IPA,165132.5662827929,0.150097,950994489173
100IPA,166183.0915454132,6.57885e-05,0.168167,6.48143e-05,1.10343e-05,950994489173,100IPA,166183.0915454132,0.168167,950994489173
100IPA,167233.6168080335,6.76365e-05,0.143769,6.68502e-05,9.64994e-06,950994489173,100IPA,167233.6168080335,0.143769,950994489173
100IPA,168284.1420713999,6.59877e-05,0.16535,6.50596e-05,1.08284e-05,950994489173,100IPA,168284.1420713999,0.16535,950994489173
100IPA,169334.6673340201,6.55056e-05,0.166851,6.45585e-05,1.08708e-05,950994489173,100IPA,169334.6673340201,0.166851,950994489173
100IPA,170385.1925966404,6.59903e-05,0.149505,6.51538e-05,9.86258e-06,950994489173,100IPA,170385.1925966404,0.149505,950994489173
100IPA,171435.7178592607,6.56359e-05,0.185262,6.44609e-05,1.21094e-05,950994489173,100IPA,171435.7178592607,0.185262,950994489173
100IPA,172486.243121881,6.76009e-05,0.145963,6.68255e-05,9.84616e-06,950994489173,100IPA,172486.243121881,0.145963,950994489173
100IPA,173536.7683845013,6.63706e-05,0.160141,6.54752e-05,1.05845e-05,950994489173,100IPA,173536.7683845013,0.160141,950994489173
100IPA,174587.2936471216,6.64106e-05,0.163753,6.54361e-05,1.0858e-05,950994489173,100IPA,174587.2936471216,0.163753,950994489173
100IPA,175637.8189097419,6.67955e-05,0.181731,6.56291e-05,1.20863e-05,950994489173,100IPA,175637.8189097419,0.181731,950994489173
100IPA,176688.3441723621,6.69704e-05,0.153025,6.61315e-05,1.01797e-05,950994489173,100IPA,176688.3441723621,0.153025,950994489173
100IPA,177738.8694349824,6.64969e-05,0.156024,6.56096e-05,1.03363e-05,950994489173,100IPA,177738.8694349824,0.156024,950994489173
100IPA,178789.3946976027,6.63161e-05,0.172794,6.52558e-05,1.13449e-05,950994489173,100IPA,178789.3946976027,0.172794,950994489173
100IPA,179839.919960223,6.56958e-05,0.166981,6.47338e-05,1.0912e-05,950994489173,100IPA,179839.919960223,0.166981,950994489173
100IPA,180890.4452228433,6.68373e-05,0.168102,6.58421e-05,1.11342e-05,950994489173,100IPA,180890.4452228433,0.168102,950994489173
100IPA,181940.9704854635,6.6286e-05,0.156356,6.54313e-05,1.02938e-05,950994489173,100IPA,181940.9704854635,0.156356,950994489173
100IPA,182991.4957480838,6.66269e-05,0.163634,6.56962e-05,1.08502e-05,950994489173,100IPA,182991.4957480838,0.163634,950994489173
100IPA,184042.0210107041,6.61175e-05,0.16372,6.51711e-05,1.07413e-05,950994489173,100IPA,184042.0210107041,0.16372,950994489173
100IPA,185092.5462733244,6.53912e-05,0.163067,6.44765e-05,1.06047e-05,950994489173,100IPA,185092.5462733244,0.163067,950994489173
100IPA,186143.0715359447,6.69644e-05,0.157707,6.60626e-05,1.05281e-05,950994489173,100IPA,186143.0715359447,0.157707,950994489173
100IPA,187193.5967985649,6.56064e-05,0.166973,6.46497e-05,1.08974e-05,950994489173,100IPA,187193.5967985649,0.166973,950994489173
100IPA,188244.1220611852,6.63302e-05,0.181407,6.51675e-05,1.19693e-05,950994489173,100IPA,188244.1220611852,0.181407,950994489173
100IPA,189294.6473238055,6.47279e-05,0.159462,6.38431e-05,1.02616e-05,950994489173,100IPA,189294.6473238055,0.159462,950994489173
100IPA,190345.1725864258,6.62611e-05,0.174548,6.51859e-05,1.15223e-05,950994489173,100IPA,190345.1725864258,0.174548,950994489173
100IPA,191395.6978490461,6.61896e-05,0.140062,6.55107e-05,9.22689e-06,950994489173,100IPA,191395.6978490461,0.140062,950994489173
100IPA,192446.2231116664,6.58275e-05,0.17544,6.47875e-05,1.14489e-05,950994489173,100IPA,192446.2231116664,0.17544,950994489173
100IPA,193496.7483742867,6.6568e-05,0.174413,6.5534e-05,1.15215e-05,950994489173,100IPA,193496.7483742867,0.174413,950994489173
100IPA,194547.2736369069,6.67824e-05,0.177851,6.57007e-05,1.18064e-05,950994489173,100IPA,194547.2736369069,0.177851,950994489173
100IPA,195597.7988995272,6.5649e-05,0.167606,6.46569e-05,1.09578e-05,950994489173,100IPA,195597.7988995272,0.167606,950994489173
100IPA,196648.3241621475,6.57543e-05,0.177771,6.46972e-05,1.16078e-05,950994489173,100IPA,196648.3241621475,0.177771,950994489173
100IPA,197698.8494247678,6.58985e-05,0.176042,6.48433e-05,1.15192e-05,950994489173,100IPA,197698.8494247678,0.176042,950994489173
100IPA,198749.3746873881,6.53743e-05,0.170672,6.43805e-05,1.10995e-05,950994489173,100IPA,198749.3746873881,0.170672,950994489173
100IPA,199799.8999500083,6.72719e-05,0.188899,6.60323e-05,1.26652e-05,950994489173,100IPA,199799.8999500083,0.188899,950994489173
100IPA,200850.4252126286,6.61805e-05,0.18049,6.50765e-05,1.18507e-05,950994489173,100IPA,200850.4252126286,0.18049,950994489173
100IPA,201900.9504752489,6.59306e-05,0.189606,6.47004e-05,1.24144e-05,950994489173,100IPA,201900.9504752489,0.189606,950994489173
100IPA,202951.4757378692,6.61707e-05,0.167518,6.51791e-05,1.10652e-05,950994489173,100IPA,202951.4757378692,0.167518,950994489173
100IPA,204002.0010004895,6.65204e-05,0.197956,6.51752e-05,1.30651e-05,950994489173,100IPA,204002.0010004895,0.197956,950994489173
100IPA,205052.5262631098,6.56379e-05,0.172759,6.46426e-05,1.12234e-05,950994489173,100IPA,205052.5262631098,0.172759,950994489173
100IPA,206103.0515257301,6.73287e-05,0.205557,6.58659e-05,1.37186e-05,950994489173,100IPA,206103.0515257301,0.205557,950994489173
100IPA,207153.5767883503,6.65403e-05,0.176925,6.54685e-05,1.16862e-05,950994489173,100IPA,207153.5767883503,0.176925,950994489173
100IPA,208204.1020509706,6.64669e-05,0.170932,6.54774e-05,1.12972e-05,950994489173,100IPA,208204.1020509706,0.170932,950994489173
100IPA,209254.6273135909,6.62476e-05,0.176643,6.51692e-05,1.1636e-05,950994489173,100IPA,209254.6273135909,0.176643,950994489173
100IPA,210305.1525762112,6.66558e-05,0.17996,6.55473e-05,1.1927e-05,950994489173,100IPA,210305.1525762112,0.17996,950994489173
100IPA,211355.6778388315,6.61717e-05,0.204978,6.47347e-05,1.34843e-05,950994489173,100IPA,211355.6778388315,0.204978,950994489173
100IPA,212406.2031014517,6.69046e-05,0.206037,6.54465e-05,1.36327e-05,950994489173,100IPA,212406.2031014517,0.206037,950994489173
100IPA,213456.728364072,6.77546e-05,0.191266,6.64827e-05,1.28791e-05,950994489173,100IPA,213456.728364072,0.191266,950994489173
100IPA,214507.2536266923,6.7189e-05,0.192649,6.59058e-05,1.28344e-05,950994489173,100IPA,214507.2536266923,0.192649,950994489173
100IPA,215557.7788893126,6.64432e-05,0.178717,6.53463e-05,1.17894e-05,950994489173,100IPA,215557.7788893126,0.178717,950994489173
100IPA,216608.3041519329,6.68967e-05,0.199528,6.55364e-05,1.32593e-05,950994489173,100IPA,216608.3041519329,0.199528,950994489173
100IPA,217658.8294145532,6.64572e-05,0.197595,6.51363e-05,1.30487e-05,950994489173,100IPA,217658.8294145532,0.197595,950994489173
100IPA,218709.3546771735,6.80745e-05,0.206026,6.66009e-05,1.39298e-05,950994489173,100IPA,218709.3546771735,0.206026,950994489173
100IPA,219759.8799397937,6.88667e-05,0.207432,6.73446e-05,1.41679e-05,950994489173,100IPA,219759.8799397937,0.207432,950994489173
100IPA,220810.405202414,6.90178e-05,0.207475,6.74901e-05,1.42013e-05,950994489173,100IPA,220810.405202414,0.207475,950994489173
100IPA,221860.9304650343,6.74846e-05,0.205666,6.59995e-05,1.37635e-05,950994489173,100IPA,221860.9304650343,0.205666,950994489173
100IPA,222911.4557276546,6.85561e-05,0.217219,6.69182e-05,1.47606e-05,950994489173,100IPA,222911.4557276546,0.217219,950994489173
100IPA,223961.9809902749,6.71342e-05,0.20333,6.57289e-05,1.3551e-05,950994489173,100IPA,223961.9809902749,0.20333,950994489173
100IPA,225012.5062528951,6.68586e-05,0.205555,6.53953e-05,1.36169e-05,950994489173,100IPA,225012.5062528951,0.205555,950994489173
100IPA,226063.0315155154,6.61736e-05,0.238584,6.42794e-05,1.56218e-05,950994489173,100IPA,226063.0315155154,0.238584,950994489173
100IPA,227113.5567781357,6.53186e-05,0.226778,6.36223e-05,1.46633e-05,950994489173,100IPA,227113.5567781357,0.226778,950994489173
100IPA,228164.082040756,6.54405e-05,0.252281,6.33603e-05,1.63235e-05,950994489173,100IPA,228164.082040756,0.252281,950994489173
100IPA,229214.6073033763,6.622e-05,0.314899,6.29262e-05,2.05062e-05,950994489173,100IPA,229214.6073033763,0.314899,950994489173
100IPA,230265.1325659966,6.76798e-05,0.381957,6.27898e-05,2.51733e-05,950994489173,100IPA,230265.1325659966,0.381957,950994489173
100IPA,231315.6578286169,7.71824e-05,0.402211,7.09866e-05,3.01826e-05,950994489173,100IPA,231315.6578286169,0.402211,950994489173
100IPA,232366.1830912371,8.29007e-05,0.335211,7.82451e-05,2.7269e-05,950994489173,100IPA,232366.1830912371,0.335211,950994489173
100IPA,233416.7083538574,8.51243e-05,0.250011,8.24659e-05,2.10581e-05,950994489173,100IPA,233416.7083538574,0.250011,950994489173
100IPA,234467.2336164777,8.35401e-05,0.200921,8.18338e-05,1.66885e-05,950994489173,100IPA,234467.2336164777,0.200921,950994489173
100IPA,235517.758879098,8.16761e-05,0.169228,8.04811e-05,1.37563e-05,950994489173,100IPA,235517.758879098,0.169228,950994489173
100IPA,236568.2841417183,7.94464e-05,0.167359,7.8303e-05,1.3218e-05,950994489173,100IPA,236568.2841417183,0.167359,950994489173
100IPA,237618.8094043385,7.83722e-05,0.15297,7.74227e-05,1.19384e-05,950994489173,100IPA,237618.8094043385,0.15297,950994489173
100IPA,238669.3346677049,7.80531e-05,0.145036,7.72021e-05,1.12856e-05,950994489173,100IPA,238669.3346677049,0.145036,950994489173
100IPA,239719.8599303252,7.63305e-05,0.133323,7.56114e-05,1.01258e-05,950994489173,100IPA,239719.8599303252,0.133323,950994489173
100IPA,240770.3851929455,7.6392e-05,0.128597,7.57379e-05,9.81311e-06,950994489173,100IPA,240770.3851929455,0.128597,950994489173
100IPA,241820.9104555658,7.63993e-05,0.13219,7.57033e-05,1.00716e-05,950994489173,100IPA,241820.9104555658,0.13219,950994489173
100IPA,242871.435718186,7.54144e-05,0.129925,7.47619e-05,9.75881e-06,950994489173,100IPA,242871.435718186,0.129925,950994489173
100IPA,243921.9609808063,7.61334e-05,0.129759,7.54707e-05,9.85038e-06,950994489173,100IPA,243921.9609808063,0.129759,950994489173
100IPA,244972.4862434266,7.47854e-05,0.128416,7.41333e-05,9.57076e-06,950994489173,100IPA,244972.4862434266,0.128416,950994489173
100IPA,246023.0115060469,7.30325e-05,0.136766,7.23083e-05,9.95206e-06,950994489173,100IPA,246023.0115060469,0.136766,950994489173
100IPA,247073.5367686672,7.47547e-05,0.120442,7.4195e-05,8.97901e-06,950994489173,100IPA,247073.5367686672,0.120442,950994489173
100IPA,248124.0620312874,7.46227e-05,0.119727,7.40526e-05,8.9072e-06,950994489173,100IPA,248124.0620312874,0.119727,950994489173
